StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent,inherentSimilarity,hetereogenous,inductivePotential,internalCause,invented,constructedBoundary,immutability,attentionCheck,attentionCheck2,age,gender,gender_4_TEXT,race,race_15_TEXT,education,debrief_1,debrief_2,debrief_3,Create New Field or Choose From Dropdown...,condition,cb
2020-03-03 18:20:27,2020-03-03 18:26:30,IP Address,162.198.138.219,100,362,True,2020-03-03 18:26:30,R_VU8OBzn35DSgnyp,,,,,41.3704071044921875,-81.85870361328125,anonymous,EN,I do consent to participate,Mostly Agree,Mostly Disagree,Mostly Agree,Mostly Agree,Mostly Agree,Mostly Agree,Slightly Agree,Learning about Zarpies and answering multiple choice questions about them,"Drew stars on their knees,Had striped hair on the back of their head,Had freckles on their feet",47,Male,,Click to write Choice 7,,"Doctoral (Ph.D., J.D., M.D.)",No,People's perception of members of a group,None,,generic,kindEssentialism
2020-03-03 18:08:33,2020-03-03 18:26:49,IP Address,167.160.136.195,100,1095,True,2020-03-03 18:26:49,R_1M3ub5wOHwLTLv5,,,,,34.91510009765625,-81.01290130615234375,anonymous,EN,I do consent to participate,Totally Agree,Totally Disagree,Mostly Agree,Mostly Agree,Mostly Agree,Totally Agree,Slightly Agree,Learning about Zarpies and answering multiple choice questions about them,"Wrapped their baby in orange blankets,Had freckles on their feet,Were scared of the sun",33,Female,,Latino/Latina,,"Bachelor's (B.A., B.S.)",,"differences ",,,control,essentialismKind
2020-03-03 18:21:40,2020-03-03 18:27:17,IP Address,172.58.158.255,100,337,True,2020-03-03 18:27:18,R_233Jnz0ckW6bHbt,,,,,34.000701904296875,-81.03479766845703125,anonymous,EN,I do consent to participate,Slightly Agree,Mostly Disagree,Slightly Agree,Slightly Disagree,Slightly Agree,Mostly Agree,Slightly Disagree,Learning about Zarpies and answering multiple choice questions about them,"Wrapped their baby in orange blankets,Drew stars on their knees,Had striped hair on the back of their head,Had freckles on their feet",54,Female,,White/European American,,Some college,No.,Comparing likes and differences of different kinds of people.,Icons or pictures of the Zarpies would make the survey more interesting to me.,,formal,kindEssentialism
2020-03-03 18:25:14,2020-03-03 18:27:36,IP Address,162.154.104.94,100,142,True,2020-03-03 18:27:37,R_2rnYwd48pbQeXLJ,,,,,39.109100341796875,-84.6082000732421875,anonymous,EN,I do consent to participate,Slightly Agree,Mostly Disagree,Slightly Agree,Mostly Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Learning about Zarpies and answering multiple choice questions about them,"Wrapped their baby in orange blankets,Had striped hair on the back of their head,Had freckles on their feet",41,Male,,White/European American,,High school/GED,no,i do not know,no,,formal,essentialismKind
2020-03-03 18:18:50,2020-03-03 18:28:49,IP Address,71.219.16.79,100,598,True,2020-03-03 18:28:49,R_1HqPqMJEia03VLn,,,,,38.027099609375,-78.47969818115234375,anonymous,EN,I do consent to participate,Slightly Disagree,Slightly Disagree,Mostly Disagree,Slightly Agree,Mostly Agree,Mostly Disagree,Totally Disagree,Learning about Zarpies and answering multiple choice questions about them,"Drew stars on their knees,Had freckles on their feet",24,Female,,White/European American,,"Bachelor's (B.A., B.S.)","No, nothing was confusing",Peoples memory.,No.,,control,essentialismKind
2020-03-03 18:27:28,2020-03-03 18:29:17,IP Address,73.247.43.78,100,108,True,2020-03-03 18:29:17,R_4VJq13KCz988CB3,,,,,42.36669921875,-88.092498779296875,anonymous,EN,I do consent to participate,Slightly Agree,Totally Disagree,Totally Agree,Mostly Disagree,Mostly Agree,Mostly Agree,Totally Disagree,Learning about Zarpies and answering multiple choice questions about them,"Wrapped their baby in orange blankets,Drew stars on their knees,Had striped hair on the back of their head,Had freckles on their feet",33,Male,,White/European American,,"Bachelor's (B.A., B.S.)",no,to understand how people feel about stereotyping a group of people or something.  dunno really.,,,formal,essentialismKind
2020-03-03 18:25:59,2020-03-03 18:29:25,IP Address,174.131.35.63,100,205,True,2020-03-03 18:29:25,R_3e2MFf8dS58vDnc,,,,,33.8623046875,-81.23490142822265625,anonymous,EN,I do consent to participate,Totally Disagree,Totally Agree,Totally Disagree,Totally Disagree,Totally Agree,Totally Agree,Totally Disagree,Learning about Zarpies and answering multiple choice questions about them,"Wrapped their baby in orange blankets,Drew stars on their knees,Had freckles on their feet",34,Male,,White/European American,,High school/GED,no issues and everything was easy to understand.,It was fun and i enjoyed it.,i like it the way it is.,,control,kindEssentialism
2020-03-03 18:25:51,2020-03-03 18:29:43,IP Address,47.202.108.109,100,232,True,2020-03-03 18:29:43,R_885L8PSRx5fJQNr,,,,,28.3636932373046875,-82.6759033203125,anonymous,EN,I do consent to participate,Mostly Agree,Mostly Disagree,Slightly Disagree,Slightly Agree,Slightly Disagree,Slightly Disagree,Totally Agree,Learning about Zarpies and answering multiple choice questions about them,"Wrapped their baby in orange blankets,Drew stars on their knees,Had striped hair on the back of their head,Had freckles on their feet",32,Male,,White/European American,,High school/GED,No issues. Everything seemed pretty straightforward.,How we judge Zarpies vs how we judge people?,I can't think of any. Good luck with your research! :),,generic,essentialismKind
2020-03-03 18:22:40,2020-03-03 18:29:46,IP Address,69.207.210.156,100,425,True,2020-03-03 18:29:46,R_1n1ndzM6qebZv6d,,,,,42.461700439453125,-75.05339813232421875,anonymous,EN,I do consent to participate,Mostly Agree,Totally Disagree,Mostly Agree,Mostly Agree,Mostly Disagree,Mostly Disagree,Mostly Agree,Learning about Zarpies and answering multiple choice questions about them,"Wrapped their baby in orange blankets,Drew stars on their knees,Had striped hair on the back of their head,Had freckles on their feet",39,Female,,White/European American,,High school/GED,no,maybe it was about processing stereotypes/judgments about groups of people,,,formal,kindEssentialism
2020-03-03 18:27:15,2020-03-03 18:29:58,IP Address,69.201.57.161,100,163,True,2020-03-03 18:29:59,R_xn1w2EWbMe0ybvj,,,,,43.9770965576171875,-75.9093017578125,anonymous,EN,I do consent to participate,Slightly Disagree,Slightly Agree,Slightly Agree,Slightly Disagree,Slightly Agree,Slightly Agree,Slightly Disagree,Learning about Zarpies and answering multiple choice questions about them,"Wrapped their baby in orange blankets,Drew stars on their knees,Had freckles on their feet",35,Male,,White/European American,,"Bachelor's (B.A., B.S.)",No.,Opinions of people groups.,No.,,control,essentialismKind
2020-03-03 18:27:07,2020-03-03 18:30:19,IP Address,142.196.151.58,100,191,True,2020-03-03 18:30:19,R_3CIZDg3h6SB4CPj,,,,,28.558807373046875,-81.3495025634765625,anonymous,EN,I do consent to participate,Mostly Agree,Mostly Disagree,Mostly Agree,Mostly Agree,Slightly Agree,Slightly Agree,Mostly Agree,Learning about Zarpies and answering multiple choice questions about them,"Wrapped their baby in orange blankets,Drew stars on their knees,Had striped hair on the back of their head,Had freckles on their feet",36,Male,,White/European American,,"Master's (M.A., M.S.)",no,Our perceptions of groups based on given information.,No suggestions,,generic,kindEssentialism
2020-03-03 18:29:48,2020-03-03 18:32:01,IP Address,135.84.220.0,100,132,True,2020-03-03 18:32:01,R_T6NZiAh9ksbwXQZ,,,,,41.8220062255859375,-103.66290283203125,anonymous,EN,I do consent to participate,Mostly Agree,Mostly Disagree,Mostly Agree,Slightly Agree,Totally Agree,Totally Agree,Slightly Agree,Learning about Zarpies and answering multiple choice questions about them,"Wrapped their baby in orange blankets,Drew stars on their knees,Had striped hair on the back of their head,Had freckles on their feet",27,Male,,White/European American,,Some college,No,To see if I believed that Zarpies are inherently Zarpies or if they are only Zarpies because they have been labeled as such.,No,,generic,kindEssentialism
2020-03-03 18:29:59,2020-03-03 18:32:12,IP Address,24.208.188.198,100,132,True,2020-03-03 18:32:12,R_2SrHJ9VTYip8PRh,,,,,40.7415924072265625,-84.15219879150390625,anonymous,EN,I do consent to participate,Mostly Disagree,Mostly Disagree,Slightly Agree,Slightly Agree,Mostly Agree,Mostly Agree,Mostly Disagree,Learning about Zarpies and answering multiple choice questions about them,"Wrapped their baby in orange blankets,Drew stars on their knees,Had striped hair on the back of their head,Had freckles on their feet",39,Male,,White/European American,,Some college,no,seeing how people label others maybe,,,control,essentialismKind
2020-03-03 18:30:39,2020-03-03 18:32:15,IP Address,71.195.35.1,100,95,True,2020-03-03 18:32:16,R_1QxyjyWOkrD2oPC,,,,,44.82659912109375,-93.375,anonymous,EN,I do consent to participate,Mostly Disagree,Slightly Agree,Slightly Disagree,Slightly Disagree,Totally Agree,Slightly Disagree,Totally Agree,Learning about Zarpies and answering multiple choice questions about them,"Wrapped their baby in orange blankets,Drew stars on their knees,Had striped hair on the back of their head,Had freckles on their feet",31,Male,,White/European American,,Some college,No,People's biases toward others,No,,generic,essentialismKind
2020-03-03 18:29:19,2020-03-03 18:32:52,IP Address,73.195.109.239,100,213,True,2020-03-03 18:32:52,R_2WOnq5bRVrwVcAL,,,,,40.856597900390625,-74.838897705078125,anonymous,EN,I do consent to participate,Mostly Agree,Totally Disagree,Mostly Disagree,Slightly Agree,Mostly Agree,Totally Agree,Slightly Disagree,Learning about Zarpies and answering multiple choice questions about them,"Wrapped their baby in orange blankets,Drew stars on their knees,Had striped hair on the back of their head,Had freckles on their feet",33,Female,,Latino/Latina,,"Bachelor's (B.A., B.S.)",None,Im not sure,no it was fine,,formal,kindEssentialism
2020-03-03 18:30:31,2020-03-03 18:33:14,IP Address,73.108.251.142,100,162,True,2020-03-03 18:33:14,R_2bVEODOJLVlFgU1,,,,,36.049896240234375,-83.92279815673828125,anonymous,EN,I do consent to participate,Totally Disagree,Totally Agree,Totally Disagree,Slightly Agree,Mostly Agree,Mostly Agree,Mostly Disagree,Learning about Zarpies and answering multiple choice questions about them,"Wrapped their baby in orange blankets,Drew stars on their knees,Had striped hair on the back of their head,Had freckles on their feet",36,Male,,White/European American,,"Master's (M.A., M.S.)",Not that I could tell.,What people think about others based on random information.,Pictures might have made a difference in the perception of the characters.,,formal,kindEssentialism
2020-03-03 18:33:07,2020-03-03 18:36:29,IP Address,65.25.249.186,100,201,True,2020-03-03 18:36:29,R_1oHcZJ7Jh3mk7JW,,,,,44.0196990966796875,-88.55139923095703125,anonymous,EN,I do consent to participate,Slightly Agree,Mostly Disagree,Slightly Agree,Mostly Disagree,Totally Agree,Slightly Agree,Slightly Agree,Learning about Zarpies and answering multiple choice questions about them,"Had striped hair on the back of their head,Had freckles on their feet",37,Male,,White/European American,,"Bachelor's (B.A., B.S.)",no,No idea honestly,no,,generic,essentialismKind
2020-03-03 18:33:21,2020-03-03 18:37:45,IP Address,107.15.148.130,100,264,True,2020-03-03 18:37:45,R_3rGPHvx7RahrmQn,,,,,35.896392822265625,-78.7115020751953125,anonymous,EN,I do consent to participate,Slightly Agree,Mostly Disagree,Slightly Agree,Totally Agree,Totally Agree,Mostly Disagree,Mostly Agree,Learning about Zarpies and answering multiple choice questions about them,"Wrapped their baby in orange blankets,Drew stars on their knees,Had striped hair on the back of their head,Had freckles on their feet",33,Male,,White/European American,,Some college,nope,what we think about social constructs,nothing,,formal,essentialismKind
2020-03-03 18:38:42,2020-03-03 18:40:26,IP Address,71.63.196.113,100,104,True,2020-03-03 18:40:26,R_1GOnnN9c6mJVbWq,,,,,45.389404296875,-122.58599853515625,anonymous,EN,I do consent to participate,Mostly Agree,Slightly Agree,Slightly Agree,Mostly Agree,Slightly Agree,Slightly Disagree,Slightly Disagree,Learning about Zarpies and answering multiple choice questions about them,"Wrapped their baby in orange blankets,Drew stars on their knees,Had freckles on their feet",33,Female,,Click to write Choice 7,,"Bachelor's (B.A., B.S.)",,,,,formal,essentialismKind
2020-03-03 18:39:39,2020-03-03 18:41:20,IP Address,69.80.132.139,100,101,True,2020-03-03 18:41:20,R_2aFTuqeNz7Qy1SE,,,,,40.3061065673828125,-75.1483001708984375,anonymous,EN,I do consent to participate,Totally Disagree,Slightly Agree,Totally Disagree,Slightly Agree,Mostly Disagree,Mostly Disagree,Slightly Disagree,Learning about Zarpies and answering multiple choice questions about them,"Wrapped their baby in orange blankets,Drew stars on their knees,Had freckles on their feet,Were scared of the sun",20,Male,,Latino/Latina,,Some college,no,no,"i liked it, it was an interesting study. ",,control,kindEssentialism
2020-03-03 18:43:24,2020-03-03 18:47:02,IP Address,162.238.116.106,100,217,True,2020-03-03 18:47:02,R_3ikhxLAV7LxtiXW,,,,,38.67059326171875,-90.3704986572265625,anonymous,EN,I do consent to participate,Slightly Agree,Slightly Disagree,Mostly Disagree,Mostly Agree,Slightly Agree,Slightly Disagree,Slightly Agree,Learning about Zarpies and answering multiple choice questions about them,"Wrapped their baby in orange blankets,Drew stars on their knees,Had freckles on their feet",35,Male,,White/European American,,"Bachelor's (B.A., B.S.)",No,"Is this about race or gender and the idea they're ""social constructs?""","Not that I can think of right now. ",,control,essentialismKind
2020-03-03 18:38:42,2020-03-03 18:47:15,IP Address,158.222.253.79,100,513,True,2020-03-03 18:47:16,R_25NNWta7xSXacRv,,,,,41.654205322265625,-74.70240020751953125,anonymous,EN,I do consent to participate,Slightly Disagree,Slightly Disagree,Slightly Disagree,Mostly Disagree,Mostly Agree,Mostly Agree,Slightly Disagree,Learning about Zarpies and answering multiple choice questions about them,"Wrapped their baby in orange blankets,Drew stars on their knees,Had striped hair on the back of their head,Had freckles on their feet",41,Male,,White/European American,,Some college,"No problems or confusion. ","Perceptions of groups. ","As I don't know the aims and scope of this study I can't make any suggestions  at this time. ",,formal,essentialismKind
2020-03-03 18:45:25,2020-03-03 18:48:47,IP Address,76.14.171.251,100,202,True,2020-03-03 18:48:47,R_1GNyxCjAmrBOAHf,,,,,38.5493927001953125,-121.7252960205078125,anonymous,EN,I do consent to participate,Mostly Agree,Mostly Disagree,Slightly Disagree,Mostly Agree,Totally Agree,Mostly Disagree,Totally Agree,Learning about Zarpies and answering multiple choice questions about them,"Wrapped their baby in orange blankets,Drew stars on their knees,Had striped hair on the back of their head,Had freckles on their feet",39,Female,,White/European American,,"Bachelor's (B.A., B.S.)",no,I think it is about social conceptions and bias.,no,,generic,essentialismKind
2020-03-03 18:49:13,2020-03-03 18:52:04,IP Address,137.25.56.136,100,170,True,2020-03-03 18:52:04,R_3HAKlIOLPcuucsn,,,,,34.16400146484375,-118.23870086669921875,anonymous,EN,I do consent to participate,Mostly Disagree,Slightly Agree,Mostly Disagree,Slightly Agree,Totally Agree,Totally Agree,Slightly Agree,Learning about Zarpies and answering multiple choice questions about them,"Wrapped their baby in orange blankets,Had striped hair on the back of their head,Had freckles on their feet",28,Female,,White/European American,,"Bachelor's (B.A., B.S.)",Nope,I think the study was to check reader comprehension.,Nope.,,formal,kindEssentialism
2020-03-03 18:39:04,2020-03-03 18:52:10,IP Address,24.181.167.48,100,785,True,2020-03-03 18:52:10,R_yW0xpOLwMgw6bqF,,,,,43.0370941162109375,-89.3932037353515625,anonymous,EN,I do consent to participate,Slightly Agree,Mostly Disagree,Mostly Agree,Slightly Disagree,Totally Agree,Totally Agree,Slightly Agree,Learning about Zarpies and answering multiple choice questions about them,"Drew stars on their knees,Had striped hair on the back of their head,Had freckles on their feet",35,Male,,White/European American,,"Bachelor's (B.A., B.S.)",,how we perceive the flexiblity given directive,,,generic,kindEssentialism
2020-03-03 18:49:53,2020-03-03 18:52:28,IP Address,70.179.22.113,100,154,True,2020-03-03 18:52:28,R_0eMSnrDG4gXwka5,,,,,32.744903564453125,-117.16500091552734375,anonymous,EN,I do consent to participate,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Learning about Zarpies and answering multiple choice questions about them,"Drew stars on their knees,Had striped hair on the back of their head,Liked to write poetry",38,Male,,White/European American,,Some college,,i dont know,,,control,essentialismKind
2020-03-03 18:18:03,2020-03-03 18:57:30,IP Address,73.83.100.197,100,2366,True,2020-03-03 18:57:30,R_21vRf5gJJyDSnyx,,,,,48.7989959716796875,-122.4499053955078125,anonymous,EN,I do consent to participate,Slightly Agree,Slightly Disagree,Mostly Agree,Slightly Agree,Mostly Agree,Mostly Agree,Slightly Agree,Learning about Zarpies and answering multiple choice questions about them,"Wrapped their baby in orange blankets,Drew stars on their knees,Had striped hair on the back of their head,Had freckles on their feet",55,Female,,White/European American,,"Bachelor's (B.A., B.S.)",No,Putting people in categories,I like the dark font/ text,,generic,kindEssentialism
2020-03-03 19:03:27,2020-03-03 19:07:29,IP Address,173.66.153.140,100,241,True,2020-03-03 19:07:29,R_1KqESvMqkfmlT6j,,,,,38.8137969970703125,-77.1486968994140625,anonymous,EN,I do consent to participate,Mostly Agree,Mostly Disagree,Slightly Disagree,Mostly Disagree,Slightly Disagree,Mostly Agree,Slightly Agree,Learning about Zarpies and answering multiple choice questions about them,"Wrapped their baby in orange blankets,Had striped hair on the back of their head,Had freckles on their feet,Liked to write poetry",30,Male,,"White/European American,Black/African American",,"Master's (M.A., M.S.)",No,To see how people determined what makes something a Zarpie.,No,,control,kindEssentialism
2020-03-03 19:05:15,2020-03-03 19:10:24,IP Address,108.34.225.234,100,309,True,2020-03-03 19:10:25,R_xl4DC0ffrzkbcit,,,,,41.8307037353515625,-71.39820098876953125,anonymous,EN,I do consent to participate,Mostly Disagree,Slightly Agree,Slightly Disagree,Slightly Agree,Mostly Agree,Mostly Agree,Slightly Disagree,Learning about Zarpies and answering multiple choice questions about them,"Wrapped their baby in orange blankets,Drew stars on their knees,Had striped hair on the back of their head,Had freckles on their feet",45,Male,,White/European American,,"Master's (M.A., M.S.)",no,I am not sure... because I am a Zarpie,no,,formal,essentialismKind
2020-03-03 19:14:05,2020-03-03 19:15:49,IP Address,73.227.222.115,100,103,True,2020-03-03 19:15:49,R_3gZsLTUJHjsjZLf,,,,,41.2776031494140625,-72.81150054931640625,anonymous,EN,I do consent to participate,Slightly Agree,Mostly Disagree,Slightly Agree,Slightly Agree,Mostly Disagree,Mostly Disagree,Mostly Disagree,Learning about Zarpies and answering multiple choice questions about them,"Wrapped their baby in orange blankets,Drew stars on their knees,Had striped hair on the back of their head",34,Male,,White/European American,,"Bachelor's (B.A., B.S.)",No,I don't know.,No,,generic,kindEssentialism
2020-03-03 19:09:41,2020-03-03 19:16:40,IP Address,65.27.109.126,100,419,True,2020-03-03 19:16:41,R_3qZGbhKZMDvD79d,,,,,44.2682037353515625,-88.4264984130859375,anonymous,EN,I do consent to participate,Mostly Agree,Mostly Disagree,Mostly Agree,Mostly Agree,Totally Agree,Totally Agree,Totally Agree,Learning about Zarpies and answering multiple choice questions about them,"Wrapped their baby in orange blankets,Drew stars on their knees,Had striped hair on the back of their head,Had freckles on their feet",40,Male,,White/European American,,"Bachelor's (B.A., B.S.)",No,Perceptions of language and relationships within groups.,N/A,,formal,essentialismKind
2020-03-03 19:09:32,2020-03-03 19:19:08,IP Address,172.58.223.203,100,575,True,2020-03-03 19:19:08,R_2TF4kL0Ip56WV9y,,,,,42.37249755859375,-71.181396484375,anonymous,EN,I do consent to participate,Mostly Agree,Mostly Disagree,Totally Agree,Mostly Agree,Mostly Agree,Slightly Agree,Totally Agree,Learning about Zarpies and answering multiple choice questions about them,"Wrapped their baby in orange blankets,Drew stars on their knees,Had striped hair on the back of their head,Had freckles on their feet",53,Male,,White/European American,,"Master's (M.A., M.S.)",I had no problems and nothing was confusing.,To assess how people evaluate characteristics of entities.,Not at this time.,,generic,kindEssentialism
2020-03-03 19:16:15,2020-03-03 19:20:36,IP Address,73.144.24.143,100,260,True,2020-03-03 19:20:36,R_1MqdlKUzeeDLHiN,,,,,42.4326934814453125,-83.0395965576171875,anonymous,EN,I do consent to participate,Totally Agree,Totally Disagree,Totally Agree,Mostly Agree,Totally Disagree,Mostly Disagree,Mostly Agree,Learning about Zarpies and answering multiple choice questions about them,"Wrapped their baby in orange blankets,Drew stars on their knees,Had striped hair on the back of their head,Had freckles on their feet",33,Male,,Black/African American,,High school/GED,No,Testing whether people believe a person's characteristics are determined by biological or social traits.,No,,formal,kindEssentialism
2020-03-03 19:16:19,2020-03-03 19:21:58,IP Address,71.63.204.163,100,339,True,2020-03-03 19:21:58,R_xA8f7aVH2DA2qrL,,,,,45.5135040283203125,-122.5041046142578125,anonymous,EN,I do consent to participate,Mostly Agree,Mostly Disagree,Mostly Agree,Slightly Disagree,Slightly Disagree,Mostly Disagree,Slightly Agree,Learning about Zarpies and answering multiple choice questions about them,"Wrapped their baby in orange blankets,Drew stars on their knees,Had striped hair on the back of their head,Had freckles on their feet",38,Female,,White/European American,,Some college,,,,,generic,kindEssentialism
2020-03-03 19:15:52,2020-03-03 19:25:25,IP Address,108.219.12.36,100,572,True,2020-03-03 19:25:25,R_2Pcnn0Ch1soqKMk,,,,,36.9102020263671875,-121.75640106201171875,anonymous,EN,I do consent to participate,Mostly Agree,Totally Agree,Totally Disagree,Mostly Agree,Totally Agree,Totally Agree,Totally Agree,Learning about Zarpies and answering multiple choice questions about them,"Wrapped their baby in orange blankets,Drew stars on their knees,Had striped hair on the back of their head,Liked to write poetry,Built their home underground",40,Female,,White/European American,,"Bachelor's (B.A., B.S.)","No, everything was fine.",Teaching us individual characteristics of Zarpies?,Nothing it was simple and easy to read.,,control,essentialismKind
2020-03-03 19:27:51,2020-03-03 19:29:40,IP Address,71.173.204.206,100,109,True,2020-03-03 19:29:41,R_278NM9YNoQlgWrX,,,,,40.274993896484375,-76.80390167236328125,anonymous,EN,I do consent to participate,Slightly Agree,Slightly Disagree,Slightly Agree,Totally Agree,Mostly Disagree,Mostly Disagree,Totally Agree,Learning about Zarpies and answering multiple choice questions about them,"Drew stars on their knees,Had freckles on their feet",28,Male,,White/European American,,Some college,"Nope, all good. Thanks.","Short term memory? ","Nope, thanks.",,control,essentialismKind
2020-03-03 19:30:08,2020-03-03 19:33:36,IP Address,69.114.117.204,100,208,True,2020-03-03 19:33:37,R_3L70VnuLhLwGF5b,,,,,40.6179046630859375,-73.98560333251953125,anonymous,EN,I do consent to participate,Mostly Disagree,Slightly Agree,Slightly Agree,Mostly Disagree,Slightly Agree,Mostly Disagree,Slightly Disagree,Learning about Zarpies and answering multiple choice questions about them,"Wrapped their baby in orange blankets,Drew stars on their knees,Had striped hair on the back of their head,Had freckles on their feet",24,Female,,Latino/Latina,,High school/GED,none,about humans that are isolated,none,,formal,essentialismKind
2020-03-03 19:38:55,2020-03-03 19:39:07,IP Address,162.235.63.135,100,11,True,2020-03-03 19:39:07,R_3PyStjHx9xIXIoP,,,,,32.744598388671875,-97.3842010498046875,anonymous,EN,I do NOT consent to participate,,,,,,,,,,,,,,,,,,,,,
2020-03-03 19:39:45,2020-03-03 19:42:38,IP Address,71.79.46.160,100,172,True,2020-03-03 19:42:38,R_QowZimIjdcVChPP,,,,,39.6320037841796875,-84.263397216796875,anonymous,EN,I do consent to participate,Mostly Agree,Mostly Agree,Mostly Disagree,Slightly Agree,Mostly Agree,Mostly Agree,Mostly Agree,Learning about Zarpies and answering multiple choice questions about them,"Wrapped their baby in orange blankets,Had striped hair on the back of their head,Had freckles on their feet,Liked to write poetry",41,Male,,White/European American,,"Bachelor's (B.A., B.S.)",no,perceptions of groups,nothing,,formal,kindEssentialism
2020-03-03 19:38:55,2020-03-03 19:42:42,IP Address,99.8.20.13,100,227,True,2020-03-03 19:42:42,R_9ESuQi94VbHM0KZ,,,,,39.71099853515625,-86.25910186767578125,anonymous,EN,I do consent to participate,Mostly Agree,Mostly Disagree,Totally Agree,Totally Agree,Mostly Agree,Mostly Agree,Mostly Disagree,Learning about Zarpies and answering multiple choice questions about them,"Wrapped their baby in orange blankets,Drew stars on their knees,Had striped hair on the back of their head",35,Female,,"White/European American,Latino/Latina",,Some college,no,I don't know.,no,,formal,essentialismKind
2020-03-03 19:41:52,2020-03-03 19:43:15,IP Address,64.121.102.112,100,83,True,2020-03-03 19:43:16,R_3M4hWrZaHrLtn9w,,,,,40.5885009765625,-75.464202880859375,anonymous,EN,I do consent to participate,Mostly Agree,Mostly Disagree,Totally Agree,Totally Disagree,Mostly Agree,Slightly Disagree,Totally Agree,Learning about Zarpies and answering multiple choice questions about them,"Wrapped their baby in orange blankets,Drew stars on their knees,Had striped hair on the back of their head",28,Male,,White/European American,,"Bachelor's (B.A., B.S.)",,,,,generic,essentialismKind
2020-03-03 19:38:46,2020-03-03 19:43:42,IP Address,174.126.135.169,100,296,True,2020-03-03 19:43:43,R_29cWRyTVCqSnJ8D,,,,,34.5926055908203125,-112.423797607421875,anonymous,EN,I do consent to participate,Slightly Agree,Totally Disagree,Mostly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Mostly Agree,Learning about Zarpies and answering multiple choice questions about them,"Wrapped their baby in orange blankets,Drew stars on their knees,Were scared of the sun,Wore heavy jewelry",26,Male,,White/European American,,Some college,,,,,control,kindEssentialism
2020-03-03 19:39:17,2020-03-03 19:44:08,IP Address,47.36.69.61,100,290,True,2020-03-03 19:44:08,R_djlWPWloBDSw0Qp,,,,,39.5381011962890625,-119.8365020751953125,anonymous,EN,I do consent to participate,Mostly Disagree,Mostly Agree,Mostly Disagree,Mostly Disagree,Totally Agree,Mostly Agree,Totally Disagree,Learning about Zarpies and answering multiple choice questions about them,"Drew stars on their knees,Had striped hair on the back of their head,Had freckles on their feet",65,Female,,White/European American,,Some college,no,what defines a people,no,,control,essentialismKind
2020-03-03 19:42:19,2020-03-03 19:44:53,IP Address,68.189.165.121,100,153,True,2020-03-03 19:44:53,R_24uryIqIrbl05zm,,,,,34.9445953369140625,-82.22139739990234375,anonymous,EN,I do consent to participate,Slightly Agree,Mostly Disagree,Slightly Agree,Slightly Agree,Mostly Agree,Slightly Agree,Mostly Agree,Learning about Zarpies and answering multiple choice questions about them,"Wrapped their baby in orange blankets,Drew stars on their knees,Had striped hair on the back of their head,Had freckles on their feet",25,Female,,White/European American,,"Bachelor's (B.A., B.S.)",no,Whether we think people with different traits are similar or in the same group.,no,,formal,kindEssentialism
2020-03-03 19:39:06,2020-03-03 19:45:32,IP Address,71.72.134.216,100,386,True,2020-03-03 19:45:32,R_3G3yKHBR3ka0ibi,,,,,40.0991973876953125,-84.62979888916015625,anonymous,EN,I do consent to participate,Totally Agree,Totally Disagree,Totally Agree,Totally Agree,Totally Agree,Totally Agree,Totally Agree,Learning about Zarpies and answering multiple choice questions about them,"Wrapped their baby in orange blankets,Drew stars on their knees,Had striped hair on the back of their head,Had freckles on their feet",49,Male,,White/European American,,High school/GED,"I had no problems, and nothing was confusing to me.",I think this survey is about understanding how people view others of different races than they are.,I don't think any improvement is needed. Everything went great for me.,,generic,kindEssentialism
2020-03-03 19:45:17,2020-03-03 19:47:05,IP Address,73.148.224.88,100,108,True,2020-03-03 19:47:05,R_3j97pLMEArnDP2r,,,,,30.3668060302734375,-81.58730316162109375,anonymous,EN,I do consent to participate,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Totally Agree,Totally Agree,Slightly Agree,Learning about Zarpies and answering multiple choice questions about them,"Wrapped their baby in orange blankets,Had freckles on their feet",26,Male,,White/European American,,"Bachelor's (B.A., B.S.)",no,I'm not sure.,no,,control,kindEssentialism
2020-03-03 19:45:45,2020-03-03 19:47:47,IP Address,108.66.4.224,100,122,True,2020-03-03 19:47:47,R_W3rsDWsIcTkYRJT,,,,,37.250701904296875,-121.83599853515625,anonymous,EN,I do consent to participate,Slightly Agree,Mostly Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Mostly Disagree,Slightly Agree,Learning about Zarpies and answering multiple choice questions about them,"Drew stars on their knees,Had striped hair on the back of their head,Had freckles on their feet",28,Female,,White/European American,,Some college,No,Innate traits?,Nothing to improve.,,formal,kindEssentialism
