StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent,inherentSimilarity,hetereogenous,inductivePotential,internalCause,invented,constructedBoundary,immutability,attentionCheck,age,gender,gender_4_TEXT,race,race_15_TEXT,education,debrief_1,debrief_2,debrief_3,condition,Create New Field or Choose From Dropdown...,cb
2020-02-18 17:45:27,2020-02-18 17:58:51,IP Address,96.255.32.149,100,803,True,2020-02-18 17:58:51,R_2uIdTpYPUAFKFHK,,,,,39.082794189453125,-77.16739654541015625,anonymous,EN,I do consent to participate,Slightly Disagree,Slightly Agree,Totally Disagree,Mostly Disagree,Mostly Agree,Slightly Agree,Mostly Agree,Learning about Zarpies and answering multiple choice questions about them,27,Male,,Click to write Choice 8,,"Bachelor's (B.A., B.S.)",No problems,Understanding people's perception of race,nothing needs to be improved,control,,kindEssentialism
2020-02-18 17:59:22,2020-02-18 18:01:02,IP Address,75.40.202.87,100,99,True,2020-02-18 18:01:02,R_3pgc4u4aCnE3TsA,,,,,33.1974029541015625,-96.61769866943359375,anonymous,EN,I do consent to participate,Mostly Agree,Totally Disagree,Mostly Agree,Slightly Agree,Totally Agree,Totally Agree,Totally Disagree,Learning about Zarpies and answering multiple choice questions about them,33,Male,,White/European American,,Some college,Nope,Giving me 40 cents to write about zarpies while I eat pasta,"increase payout, include more zarpies",generic,,essentialismKind
2020-02-18 17:59:32,2020-02-18 18:01:14,IP Address,70.16.76.152,100,102,True,2020-02-18 18:01:15,R_2uQzXFP1U4jvR9P,,,,,45.4795989990234375,-69.69390106201171875,anonymous,EN,I do consent to participate,Totally Disagree,Slightly Disagree,Slightly Agree,Totally Agree,Totally Disagree,Mostly Disagree,Totally Disagree,Learning about Zarpies and answering multiple choice questions about them,35,Male,,White/European American,,Some college,,,,formal,,kindEssentialism
2020-02-18 17:59:51,2020-02-18 18:03:46,IP Address,208.68.115.27,100,235,True,2020-02-18 18:03:46,R_3qqZTATs5nsaETD,,,,,41.570098876953125,-91.2667999267578125,anonymous,EN,I do consent to participate,Mostly Disagree,Mostly Agree,Slightly Disagree,Mostly Disagree,Mostly Agree,Slightly Agree,Slightly Disagree,Learning about Zarpies and answering multiple choice questions about them,39,Female,,White/European American,,Some college,no; no,How people interpret stories,No,formal,,essentialismKind
2020-02-18 18:02:41,2020-02-18 18:06:19,IP Address,107.5.54.11,100,217,True,2020-02-18 18:06:19,R_1QsZkhPNz1urg1p,,,,,42.6425933837890625,-84.52210235595703125,anonymous,EN,I do consent to participate,Mostly Agree,Totally Disagree,Totally Agree,Totally Agree,Totally Agree,Mostly Agree,Mostly Agree,Learning about Zarpies and answering multiple choice questions about them,39,Male,,White/European American,,"Bachelor's (B.A., B.S.)",no,I feel like it was about racism,"nope, thank you.",generic,,kindEssentialism
2020-02-18 18:05:00,2020-02-18 18:06:42,IP Address,174.126.244.111,100,102,True,2020-02-18 18:06:43,R_3neNdiGz0TOCABB,,,,,33.4795989990234375,-88.3527984619140625,anonymous,EN,I do consent to participate,Totally Agree,Totally Disagree,Totally Agree,Totally Agree,Totally Disagree,Totally Disagree,Totally Disagree,Learning about Zarpies and answering multiple choice questions about them,43,Female,,White/European American,,"Bachelor's (B.A., B.S.)",none,judgement of people groups,none,generic,,essentialismKind
2020-02-18 18:04:29,2020-02-18 18:06:50,IP Address,71.232.130.176,100,141,True,2020-02-18 18:06:50,R_3RxAHfo4VKzQ1KA,,,,,42.7577972412109375,-71.46990203857421875,anonymous,EN,I do consent to participate,Totally Agree,Totally Agree,Totally Agree,Mostly Agree,Totally Agree,Totally Agree,Totally Agree,Learning about Zarpies and answering multiple choice questions about them,53,Male,,White/European American,,"Bachelor's (B.A., B.S.)",no,Moral ethics.,no,control,,kindEssentialism
2020-02-18 18:06:35,2020-02-18 18:07:17,IP Address,45.23.53.204,100,42,True,2020-02-18 18:07:18,R_27DPyO8uAEFnT4I,,,,,38.702301025390625,-90.36440277099609375,anonymous,EN,I do consent to participate,Slightly Agree,Slightly Agree,Slightly Disagree,Mostly Agree,Slightly Disagree,Slightly Agree,Slightly Disagree,Learning about Zarpies and answering multiple choice questions about them,28,Male,,White/European American,,High school/GED,no,no clue,no,formal,,kindEssentialism
2020-02-18 18:06:01,2020-02-18 18:09:41,IP Address,68.43.95.173,100,219,True,2020-02-18 18:09:46,R_1FS7prZWHRN0fyM,,,,,42.238494873046875,-83.1782989501953125,anonymous,EN,I do consent to participate,Slightly Agree,Slightly Agree,Slightly Disagree,Slightly Disagree,Slightly Agree,Slightly Disagree,Slightly Agree,Learning about Zarpies and answering multiple choice questions about them,39,Female,,White/European American,,"Bachelor's (B.A., B.S.)",no,do not know,no,control,,essentialismKind
2020-02-18 18:16:10,2020-02-18 18:17:52,IP Address,184.170.163.103,100,101,True,2020-02-18 18:17:53,R_1kUIGYyVm7Y9kzI,,,,,40.3227996826171875,-86.88809967041015625,anonymous,EN,I do consent to participate,Mostly Agree,Totally Agree,Totally Agree,Totally Agree,Mostly Agree,Mostly Agree,Mostly Agree,Learning about Zarpies and answering multiple choice questions about them,31,Female,,Black/African American,,"Master's (M.A., M.S.)",No,This study is about children's story,No,generic,,essentialismKind
2020-02-18 18:11:50,2020-02-18 18:20:27,IP Address,73.162.181.29,100,517,True,2020-02-18 18:20:28,R_3DeA5U0AaIRrV8o,,,,,37.3072967529296875,-121.8076019287109375,anonymous,EN,I do consent to participate,Mostly Disagree,Mostly Agree,Mostly Disagree,Slightly Agree,Mostly Agree,Slightly Agree,Slightly Agree,Learning about Zarpies and answering multiple choice questions about them,35,Female,,Click to write Choice 8,,"Master's (M.A., M.S.)",no,understand the cognitive processes underlying language and social categorization.  ,none,formal,,kindEssentialism
2020-02-18 18:21:39,2020-02-18 18:23:25,IP Address,71.57.103.50,100,106,True,2020-02-18 18:23:26,R_2tsB076XfwOAj0z,,,,,41.59100341796875,-88.04840087890625,anonymous,EN,I do consent to participate,Mostly Disagree,Slightly Disagree,Slightly Agree,Slightly Agree,Mostly Agree,Mostly Agree,Slightly Disagree,Learning about Zarpies and answering multiple choice questions about them,33,Male,,White/European American,,High school/GED,no,To see if you feel that way about real races,no,formal,,essentialismKind
2020-02-18 18:21:03,2020-02-18 18:25:10,IP Address,68.96.244.242,100,246,True,2020-02-18 18:25:10,R_YWAJs41cX82PQdP,,,,,36.3224945068359375,-115.29109954833984375,anonymous,EN,I do consent to participate,Slightly Agree,Slightly Agree,Slightly Disagree,Slightly Agree,Totally Agree,Mostly Agree,Slightly Agree,Learning about Zarpies and answering multiple choice questions about them,39,Female,,White/European American,,Some college,no,unsure,none,control,,kindEssentialism
2020-02-18 18:24:46,2020-02-18 18:27:41,IP Address,73.250.52.100,100,174,True,2020-02-18 18:27:41,R_3PdGdY5a7mqWltO,,,,,38.918701171875,-75.42910003662109375,anonymous,EN,I do consent to participate,Totally Agree,Totally Disagree,Totally Agree,Slightly Agree,Totally Agree,Totally Agree,Totally Agree,Learning about Zarpies and answering multiple choice questions about them,39,Female,,"White/European American,Click to write Choice 7",,Some college,No.,How people view others that are similar from one place.,No.,generic,,kindEssentialism
2020-02-18 18:25:19,2020-02-18 18:27:49,IP Address,100.12.192.32,100,149,True,2020-02-18 18:27:49,R_3MtAgPNiyRUW9KW,,,,,40.7364044189453125,-73.86949920654296875,anonymous,EN,I do consent to participate,Mostly Disagree,Mostly Disagree,Totally Disagree,Totally Agree,Mostly Agree,Slightly Agree,Mostly Agree,Learning about Zarpies and answering multiple choice questions about them,24,Female,,Click to write Choice 7,,"Doctoral (Ph.D., J.D., M.D.)",no,how people categorize groups,"nope, well-designed study",control,,essentialismKind
2020-02-18 18:29:13,2020-02-18 18:33:38,IP Address,131.106.65.76,100,265,True,2020-02-18 18:33:38,R_1qfl083PvQ6IsQN,,,,,40.595001220703125,-75.528900146484375,anonymous,EN,I do consent to participate,Slightly Agree,Slightly Disagree,Slightly Agree,Slightly Agree,Mostly Agree,Slightly Agree,Slightly Disagree,Learning about Zarpies and answering multiple choice questions about them,39,Male,,White/European American,,"Bachelor's (B.A., B.S.)",No,How people think and feel about others.,,generic,,essentialismKind
2020-02-18 18:37:29,2020-02-18 18:39:31,IP Address,24.88.166.63,100,122,True,2020-02-18 18:39:32,R_3sbltfWeoYbudxQ,,,,,36.068206787109375,-80.2928009033203125,anonymous,EN,I do consent to participate,Mostly Agree,Totally Disagree,Totally Agree,Slightly Disagree,Slightly Agree,Slightly Disagree,Slightly Disagree,Learning about Zarpies and answering multiple choice questions about them,29,Male,,White/European American,,"Bachelor's (B.A., B.S.)",no,im not sure,no,formal,,kindEssentialism
2020-02-18 18:41:51,2020-02-18 18:42:05,IP Address,76.107.199.188,100,13,True,2020-02-18 18:42:05,R_Ptki67L9coNFwrv,,,,,35.2082977294921875,-89.8058013916015625,anonymous,EN,I do NOT consent to participate,,,,,,,,,,,,,,,,,,,,
2020-02-18 18:43:06,2020-02-18 18:44:44,IP Address,47.205.84.36,100,98,True,2020-02-18 18:44:45,R_2vjp4s4fO7ieE2l,,,,,28.3022003173828125,-82.62640380859375,anonymous,EN,I do consent to participate,Mostly Disagree,Mostly Agree,Slightly Agree,Totally Disagree,Totally Agree,Totally Agree,Totally Disagree,Learning about Zarpies and answering multiple choice questions about them,33,Male,,White/European American,,High school/GED,no,not sure,no,formal,,essentialismKind
2020-02-18 18:42:15,2020-02-18 18:45:04,IP Address,76.107.199.188,100,168,True,2020-02-18 18:45:05,R_1rHaryf8Sk82O4Q,,,,,35.2082977294921875,-89.8058013916015625,anonymous,EN,I do consent to participate,Slightly Agree,Mostly Disagree,Slightly Agree,Slightly Disagree,Mostly Agree,Mostly Agree,Slightly Disagree,Learning about Zarpies and answering multiple choice questions about them,30,Female,,"White/European American,Latino/Latina",,Some college,no,I really have no idea other than the properties of a population,no,control,,kindEssentialism
2020-02-18 18:42:07,2020-02-18 18:45:06,IP Address,74.110.120.24,100,179,True,2020-02-18 18:45:06,R_28U1M0n8HMNpHXc,,,,,36.796905517578125,-76.1797027587890625,anonymous,EN,I do consent to participate,Mostly Agree,Slightly Disagree,Mostly Agree,Slightly Agree,Mostly Agree,Mostly Agree,Mostly Disagree,Learning about Zarpies and answering multiple choice questions about them,43,Female,,White/European American,,High school/GED,No,"The similarities in people ",no,control,,essentialismKind
2020-02-18 18:46:20,2020-02-18 18:47:07,IP Address,172.93.116.78,100,47,True,2020-02-18 18:47:08,R_3jf9CTaf9gKqWri,,,,,36.7252960205078125,-119.5500946044921875,anonymous,EN,I do NOT consent to participate,,,,,,,,,,,,,,,,,,,,
2020-02-18 18:46:01,2020-02-18 18:47:43,IP Address,74.96.115.62,100,102,True,2020-02-18 18:47:43,R_2PCoz7w4O8bYz84,,,,,38.6273040771484375,-76.98590087890625,anonymous,EN,I do consent to participate,Slightly Agree,Mostly Disagree,Mostly Agree,Slightly Disagree,Mostly Disagree,Mostly Disagree,Slightly Disagree,Learning about Zarpies and answering multiple choice questions about them,26,Male,,Black/African American,,"Bachelor's (B.A., B.S.)",none,interpreting zarpies,no,generic,,kindEssentialism
2020-02-18 18:45:46,2020-02-18 18:48:04,IP Address,104.185.40.159,100,138,True,2020-02-18 18:48:05,R_uypXLBgN5abidnb,,,,,36.6217041015625,-121.7935028076171875,anonymous,EN,I do consent to participate,Mostly Agree,Mostly Disagree,Mostly Agree,Slightly Disagree,Slightly Agree,Slightly Disagree,Mostly Agree,Learning about Zarpies and answering multiple choice questions about them,40,Male,,Latino/Latina,,Some college,No issues.,I am not sure.,No comments.,formal,,essentialismKind
2020-02-18 18:45:57,2020-02-18 18:48:18,IP Address,98.26.224.159,100,141,True,2020-02-18 18:48:18,R_2VegdGJKUDsbzKZ,,,,,35.8683929443359375,-80.31500244140625,anonymous,EN,I do consent to participate,Totally Disagree,Totally Agree,Totally Disagree,Totally Disagree,Totally Agree,Totally Disagree,Slightly Agree,Learning about Zarpies and answering multiple choice questions about them,28,Male,,White/European American,,High school/GED,n/a,to see how people view the people from the book.,everything was fine,control,,kindEssentialism
2020-02-18 18:43:58,2020-02-18 18:48:18,IP Address,99.83.0.31,100,260,True,2020-02-18 18:48:18,R_1IyOAvWsm8arbfc,,,,,34.6038055419921875,-118.22949981689453125,anonymous,EN,I do consent to participate,Totally Agree,Mostly Disagree,Mostly Agree,Totally Disagree,Totally Agree,Totally Agree,Totally Disagree,Learning about Zarpies and answering multiple choice questions about them,37,Male,,Click to write Choice 7,,"Bachelor's (B.A., B.S.)",no,Fallacy of genetic based preferences,no,generic,,kindEssentialism
2020-02-18 18:47:05,2020-02-18 18:49:16,IP Address,129.146.130.2,100,130,True,2020-02-18 18:49:16,R_Z1ZFFfXA89ntPtT,,,,,40.72650146484375,-74.17819976806640625,anonymous,EN,I do consent to participate,Mostly Agree,Slightly Agree,Mostly Agree,Slightly Agree,Mostly Agree,Mostly Agree,Slightly Agree,Learning about Zarpies and answering multiple choice questions about them,23,Female,,White/European American,,"Bachelor's (B.A., B.S.)",none,this study is interesting,none,control,,essentialismKind
2020-02-18 18:46:09,2020-02-18 18:49:23,IP Address,73.211.135.145,100,193,True,2020-02-18 18:49:23,R_3ISlnRuY8AR1680,,,,,42.05499267578125,-87.695098876953125,anonymous,EN,I do consent to participate,Totally Agree,Slightly Disagree,Totally Disagree,Totally Disagree,Mostly Agree,Totally Disagree,Totally Disagree,Learning about Zarpies and answering multiple choice questions about them,30,Female,,White/European American,,"Bachelor's (B.A., B.S.)",No.,Individual differences.,,formal,,essentialismKind
2020-02-18 18:47:05,2020-02-18 18:49:34,IP Address,68.230.60.217,100,149,True,2020-02-18 18:49:34,R_1fm7iks9VzeVurb,,,,,32.2129974365234375,-110.82790374755859375,anonymous,EN,I do consent to participate,Slightly Disagree,Mostly Disagree,Mostly Agree,Totally Agree,Mostly Agree,Mostly Agree,Mostly Agree,Learning about Zarpies and answering multiple choice questions about them,32,Male,,White/European American,,"Master's (M.A., M.S.)",no,"about zarpies and reading comprehension ",no,generic,,kindEssentialism
2020-02-18 18:48:28,2020-02-18 18:51:05,IP Address,99.43.143.141,100,157,True,2020-02-18 18:51:05,R_3p9DvnTpqSXk9GE,,,,,29.33099365234375,-98.4965972900390625,anonymous,EN,I do consent to participate,Totally Agree,Mostly Agree,Mostly Agree,Slightly Agree,Slightly Agree,Totally Agree,Mostly Agree,Learning about Zarpies and answering multiple choice questions about them,42,Male,,Black/African American,,"Master's (M.A., M.S.)",NO,Study about a children's story,very improve,control,,kindEssentialism
2020-02-18 18:48:49,2020-02-18 18:53:41,IP Address,107.15.174.79,100,291,True,2020-02-18 18:53:41,R_3Jq3hgTDogAEEOg,,,,,35.717803955078125,-78.84279632568359375,anonymous,EN,I do consent to participate,Totally Disagree,Totally Agree,Totally Disagree,Mostly Agree,Totally Agree,Slightly Agree,Mostly Disagree,Learning about Zarpies and answering multiple choice questions about them,30,Male,,White/European American,,High school/GED,No,Trying to see how well people can understand a story.,No,formal,,essentialismKind
2020-02-18 18:50:20,2020-02-18 18:54:53,IP Address,47.220.208.154,100,272,True,2020-02-18 18:54:53,R_cNn8jaQF71NRxL3,,,,,30.3217010498046875,-95.52850341796875,anonymous,EN,I do consent to participate,Mostly Agree,Totally Disagree,Totally Agree,Mostly Agree,Totally Agree,Totally Disagree,Totally Agree,Learning about Zarpies and answering multiple choice questions about them,43,Female,,White/European American,,"Master's (M.A., M.S.)",No,Investigating what and how we think about groups of people.,,generic,,kindEssentialism
2020-02-18 18:50:00,2020-02-18 18:56:44,IP Address,104.245.78.50,100,404,True,2020-02-18 18:56:44,R_1pMfXjws7ZhCeI9,,,,,35.27789306640625,-101.8300018310546875,anonymous,EN,I do consent to participate,Slightly Disagree,Slightly Agree,Slightly Disagree,Mostly Disagree,Mostly Agree,Mostly Disagree,Slightly Agree,Learning about Zarpies and answering multiple choice questions about them,58,Female,,White/European American,,"Bachelor's (B.A., B.S.)",no,reasoning,no,control,,essentialismKind
2020-02-18 18:48:11,2020-02-18 18:57:03,IP Address,73.31.119.120,100,531,True,2020-02-18 18:57:03,R_3pbrPWq1aJHkJDp,,,,,38.4474945068359375,-78.86930084228515625,anonymous,EN,I do consent to participate,Slightly Agree,Mostly Agree,Slightly Agree,Mostly Agree,Slightly Agree,Slightly Agree,Mostly Agree,Learning about Zarpies and answering multiple choice questions about them,35,Male,,Black/African American,,"Master's (M.A., M.S.)",no,"story ",everything is super,generic,,essentialismKind
2020-02-18 18:56:06,2020-02-18 18:57:28,IP Address,100.38.90.33,100,82,True,2020-02-18 18:57:29,R_3R1LT688dqbQh93,,,,,40.5948028564453125,-73.97149658203125,anonymous,EN,I do consent to participate,Slightly Disagree,Slightly Disagree,Slightly Disagree,Mostly Agree,Mostly Agree,Mostly Agree,Mostly Agree,Learning about Zarpies and answering multiple choice questions about them,29,Male,,Click to write Choice 8,,"Bachelor's (B.A., B.S.)",,,,formal,,kindEssentialism
2020-02-18 18:53:42,2020-02-18 19:01:41,IP Address,108.18.128.191,100,479,True,2020-02-18 19:01:41,R_2QWZI6zUrUPV5jz,,,,,38.886505126953125,-77.09110260009765625,anonymous,EN,I do consent to participate,Slightly Agree,Mostly Disagree,Mostly Agree,Mostly Disagree,Slightly Agree,Slightly Agree,Totally Disagree,Learning about Zarpies and answering multiple choice questions about them,28,Female,,White/European American,,"Bachelor's (B.A., B.S.)",No,How people see characteristics as a cause or defining feature of different groups,Nothing,formal,,kindEssentialism
2020-02-18 19:00:56,2020-02-18 19:03:05,IP Address,70.176.4.186,100,128,True,2020-02-18 19:03:05,R_10ARGnaY5Ibn6MS,,,,,33.5290985107421875,-112.248199462890625,anonymous,EN,I do consent to participate,Slightly Disagree,Slightly Agree,Mostly Disagree,Mostly Disagree,Slightly Agree,Mostly Agree,Slightly Agree,Learning about Zarpies and answering multiple choice questions about them,30,Female,,White/European American,,"Bachelor's (B.A., B.S.)",No,Individual differences,No,control,,essentialismKind
2020-02-18 19:02:23,2020-02-18 19:06:11,IP Address,75.181.224.196,100,227,True,2020-02-18 19:06:11,R_Um9G8DY6bAEc4kF,,,,,36.2960052490234375,-76.243499755859375,anonymous,EN,I do consent to participate,Mostly Disagree,Slightly Disagree,Slightly Disagree,Slightly Agree,Mostly Agree,Slightly Agree,Slightly Disagree,Learning about Zarpies and answering multiple choice questions about them,22,Male,,White/European American,,Some college,ty,memory of zarpes,no tysm,generic,,kindEssentialism
2020-02-18 19:04:49,2020-02-18 19:07:03,IP Address,173.95.144.71,100,133,True,2020-02-18 19:07:03,R_DOBjYhlfeqZj5mh,,,,,35.9824981689453125,-78.53759765625,anonymous,EN,I do consent to participate,Totally Agree,Totally Disagree,Totally Agree,Totally Disagree,Totally Agree,Totally Agree,Totally Disagree,Learning about Zarpies and answering multiple choice questions about them,21,Male,,Black/African American,,High school/GED,no,"seeing if different nationalitilies/races are all the same,human people.",no,formal,,essentialismKind
2020-02-18 18:53:45,2020-02-18 19:07:42,IP Address,73.37.237.131,100,836,True,2020-02-18 19:07:42,R_1jV5bhjL5X9xiEh,,,,,44.9174041748046875,-92.9477996826171875,anonymous,EN,I do consent to participate,Mostly Agree,Mostly Disagree,Slightly Agree,Totally Disagree,Totally Agree,Totally Agree,Mostly Disagree,Learning about Zarpies and answering multiple choice questions about them,28,Male,,White/European American,,"Bachelor's (B.A., B.S.)",No,Perception of groups and cultures,No,generic,,essentialismKind
2020-02-18 19:00:32,2020-02-18 19:13:40,IP Address,216.21.185.42,100,788,True,2020-02-18 19:13:40,R_20VeRa8p2gtxWXw,,,,,40.3433074951171875,-86.6613006591796875,anonymous,EN,I do consent to participate,Mostly Disagree,Slightly Disagree,Mostly Disagree,Mostly Agree,Mostly Agree,Slightly Agree,Totally Agree,Learning about Zarpies and answering multiple choice questions about them,31,Female,,White/European American,,"Master's (M.A., M.S.)",no,how we think about races?,"I liked it, so no...",control,,kindEssentialism
2020-02-18 19:12:36,2020-02-18 19:15:06,IP Address,50.124.255.134,100,149,True,2020-02-18 19:15:06,R_29sj5CfqfX00XA6,,,,,43.003997802734375,-84.56929779052734375,anonymous,EN,I do consent to participate,Mostly Agree,Mostly Disagree,Mostly Agree,Mostly Agree,Mostly Agree,Totally Agree,Totally Agree,Learning about Zarpies and answering multiple choice questions about them,38,Male,,White/European American,,"Master's (M.A., M.S.)",no,classifying people,no,formal,,essentialismKind
2020-02-18 19:15:19,2020-02-18 19:19:48,IP Address,136.55.168.92,100,268,True,2020-02-18 19:19:48,R_3eagoIasps3SKZa,,,,,33.748504638671875,-84.3871002197265625,anonymous,EN,I do consent to participate,Slightly Disagree,Mostly Disagree,Mostly Agree,Mostly Disagree,Mostly Agree,Mostly Agree,Mostly Disagree,Learning about Zarpies and answering multiple choice questions about them,37,Female,,White/European American,,Some college,Nothing was confusing,How people interpret a story / language.,I have no suggestions.,generic,,kindEssentialism
2020-02-18 19:21:06,2020-02-18 19:23:33,IP Address,104.169.255.39,100,147,True,2020-02-18 19:23:34,R_3qsRsgnzifrK74h,,,,,45.122802734375,-92.5370025634765625,anonymous,EN,I do consent to participate,Mostly Disagree,Mostly Agree,Mostly Disagree,Mostly Disagree,Mostly Agree,Mostly Agree,Mostly Disagree,Learning about Zarpies and answering multiple choice questions about them,38,Male,,White/European American,,"Doctoral (Ph.D., J.D., M.D.)",no,zarpies,n/a,control,,kindEssentialism
2020-02-18 19:33:48,2020-02-18 19:36:12,IP Address,97.112.234.171,100,143,True,2020-02-18 19:36:12,R_2CCXIo9rbqJxeu8,,,,,31.3560028076171875,-85.334197998046875,anonymous,EN,I do consent to participate,Mostly Agree,Mostly Disagree,Mostly Agree,Slightly Disagree,Mostly Agree,Slightly Agree,Slightly Agree,Learning about Zarpies and answering multiple choice questions about them,35,Female,,White/European American,,High school/GED,"no problems, very clear",learning about an item and answering questions about it,no,generic,,essentialismKind
2020-02-18 19:40:27,2020-02-18 19:42:13,IP Address,172.119.242.95,100,105,True,2020-02-18 19:42:13,R_80pQPScr3SwnWbn,,,,,34.0121002197265625,-117.68830108642578125,anonymous,EN,I do consent to participate,Totally Agree,Slightly Disagree,Mostly Agree,Mostly Disagree,Totally Agree,Totally Agree,Mostly Disagree,Learning about Zarpies and answering multiple choice questions about them,34,Male,,White/European American,,"Bachelor's (B.A., B.S.)",no,racial bias,,formal,,kindEssentialism
2020-02-18 19:41:18,2020-02-18 19:43:40,IP Address,98.17.224.59,100,142,True,2020-02-18 19:43:41,R_Ut1rItPQCfPSLzr,,,,,41.6761932373046875,-81.0572967529296875,anonymous,EN,I do consent to participate,Slightly Agree,Slightly Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Mostly Agree,Slightly Disagree,Learning about Zarpies and answering multiple choice questions about them,30,Female,,White/European American,,"Master's (M.A., M.S.)",no,I don't know,,formal,,essentialismKind
2020-02-18 19:35:17,2020-02-18 19:46:41,IP Address,64.201.89.11,100,683,True,2020-02-18 19:46:41,R_9tr4DyfwezrZsJP,,,,,40.0417938232421875,-79.41510009765625,anonymous,EN,I do consent to participate,Slightly Disagree,Mostly Agree,Mostly Disagree,Slightly Agree,Slightly Agree,Mostly Disagree,Slightly Disagree,Learning about Zarpies and answering multiple choice questions about them,37,Male,,White/European American,,Some college,no,perception of personality tratis,no,control,,kindEssentialism
2020-02-18 19:40:09,2020-02-18 19:51:39,IP Address,32.208.134.41,100,689,True,2020-02-18 19:51:40,R_3eg0H8eBpVLYW0v,,,,,41.685302734375,-72.92960357666015625,anonymous,EN,I do consent to participate,Slightly Agree,Mostly Disagree,Slightly Agree,Slightly Agree,Mostly Agree,Slightly Agree,Slightly Agree,Learning about Zarpies and answering multiple choice questions about them,32,Male,,White/European American,,"Bachelor's (B.A., B.S.)",N/A,Finding correlations and confirming a hypothesis,N/A,generic,,essentialismKind
2020-02-18 19:49:50,2020-02-18 19:51:47,IP Address,107.137.132.222,100,116,True,2020-02-18 19:51:47,R_1jcZps2EEEaNdoU,,,,,29.8834075927734375,-95.45529937744140625,anonymous,EN,I do consent to participate,Slightly Agree,Mostly Disagree,Slightly Agree,Slightly Agree,Mostly Agree,Mostly Agree,Mostly Agree,Learning about Zarpies and answering multiple choice questions about them,31,Male,,Latino/Latina,,Some college,,,,formal,,kindEssentialism
2020-02-18 19:37:29,2020-02-18 19:55:49,IP Address,104.11.61.83,100,1100,True,2020-02-18 19:55:49,R_ZmKbnKL1Nd3w8Nz,,,,,37.920806884765625,-122.0182037353515625,anonymous,EN,I do consent to participate,Mostly Agree,Mostly Agree,Mostly Disagree,Mostly Disagree,Totally Agree,Mostly Agree,Mostly Disagree,Learning about Zarpies and answering multiple choice questions about them,53,Male,,White/European American,,"Master's (M.A., M.S.)",I did not have any problems with the survey.,I think this study is determining how people make decisions about groups.,I wouldn't suggest any changes to improve this survey.,control,,essentialismKind
2020-02-18 20:25:24,2020-02-18 20:28:06,IP Address,96.61.98.113,100,162,True,2020-02-18 20:28:06,R_1nT7TnKBYSRSIi9,,,,,37.4871063232421875,-80.17040252685546875,anonymous,EN,I do consent to participate,Slightly Disagree,Mostly Disagree,Mostly Agree,Slightly Disagree,Mostly Agree,Mostly Agree,Slightly Disagree,Learning about Zarpies and answering multiple choice questions about them,26,Male,,White/European American,,High school/GED,No.,I have no idea.,No.,generic,,kindEssentialism
2020-02-18 20:19:48,2020-02-18 20:30:40,IP Address,24.18.4.173,100,651,True,2020-02-18 20:30:40,R_1ln6v9s4uBKloC3,,,,,47.077301025390625,-122.3921051025390625,anonymous,EN,I do consent to participate,Mostly Agree,Slightly Disagree,Slightly Agree,Slightly Disagree,Mostly Agree,Mostly Agree,Slightly Agree,Learning about Zarpies and answering multiple choice questions about them,33,Male,,White/European American,,High school/GED,"no ",adult's perception of children stories,nothing,control,,essentialismKind
